School_id,DR_Number,Delivery_Date
131872,4407,2025-08-13
131878,4408,2025-08-13
131882,4409,2025-08-13
131885,4410,2025-08-13
131893,4411,2025-08-13
131896,4412,2025-08-13
131899,4413,2025-08-13
131900,4414,2025-08-13
131903,4415,2025-08-13
131913,4416,2025-08-13
131917,4417,2025-08-13
131921,4418,2025-08-13
131924,4419,2025-08-13
131928,4420,2025-08-13
131931,4421,2025-08-13
131936,4422,2025-08-13
131937,4423,2025-08-13
131940,4424,2025-08-13
131945,4425,2025-08-13
131947,4426,2025-08-13
131957,4427,2025-08-13
131959,4428,2025-08-13
131962,4429,2025-08-13
131964,4430,2025-08-13
131966,4431,2025-08-13
131970,4432,2025-08-13
131971,4433,2025-08-13
131978,4434,2025-08-13
131980,4435,2025-08-13
131983,4436,2025-08-13
131984,4437,2025-08-13
131993,4438,2025-08-13
131999,4439,2025-08-13
132002,4440,2025-08-13
132003,4441,2025-08-13
132010,4442,2025-08-13
132011,4443,2025-08-13
132012,4444,2025-08-13
132013,4445,2025-08-13
212002,4446,2025-08-13
212013,4447,2025-08-13
212028,4448,2025-08-13
212067,4449,2025-08-13
304710,4450,2025-08-13
502409,4451,2025-08-13
131597,4452,2025-08-13
131599,4453,2025-08-13
131600,4454,2025-08-13
131604,4455,2025-08-13
131607,4456,2025-08-13
131608,4457,2025-08-13
131610,4458,2025-08-13
131612,4459,2025-08-13
131613,4460,2025-08-13
131618,4461,2025-08-13
131619,4462,2025-08-13
131620,4463,2025-08-13
131623,4464,2025-08-13
131627,4465,2025-08-13
131629,4466,2025-08-13
131630,4467,2025-08-13
131632,4468,2025-08-13
131645,4469,2025-08-13
131646,4470,2025-08-13
132611,4471,2025-08-13
132613,4472,2025-08-13
132619,4473,2025-08-13
132623,4474,2025-08-13
132624,4475,2025-08-13
132628,4476,2025-08-13
132632,4477,2025-08-13
132635,4478,2025-08-13
132636,4479,2025-08-13
132638,4480,2025-08-13
132834,4481,2025-08-13
132835,4482,2025-08-13
132836,4483,2025-08-13
132839,4484,2025-08-13
132841,4485,2025-08-13
235002,4486,2025-08-13
322506,4487,2025-08-13
322507,4488,2025-08-13
132036,4489,2025-08-13
132044,4490,2025-08-13
132047,4491,2025-08-13
132049,4492,2025-08-13
132051,4493,2025-08-13
132055,4494,2025-08-13
132061,4495,2025-08-13
132063,4496,2025-08-13
132064,4497,2025-08-13
132067,4498,2025-08-13
132069,4499,2025-08-13
132070,4500,2025-08-13
132072,4501,2025-08-13
132075,4502,2025-08-13
132077,4503,2025-08-13
132084,4504,2025-08-13
132089,4505,2025-08-13
132090,4506,2025-08-13
132096,4507,2025-08-13
132099,4508,2025-08-13
132101,4509,2025-08-13
132113,4510,2025-08-13
132115,4511,2025-08-13
132120,4512,2025-08-13
212503,4513,2025-08-13
304762,4514,2025-08-13
131515,4515,2025-08-13
131516,4516,2025-08-13
131517,4517,2025-08-13
131518,4518,2025-08-13
131521,4519,2025-08-13
131522,4520,2025-08-13
131572,4521,2025-08-13
131573,4522,2025-08-13
131574,4523,2025-08-13
131575,4524,2025-08-13
131579,4525,2025-08-13
330102,4526,2025-08-13
132310,4527,2025-08-13
132317,4528,2025-08-13
132320,4529,2025-08-13
132356,4530,2025-08-13
132359,4531,2025-08-13
132360,4532,2025-08-13
132368,4533,2025-08-13
132374,4534,2025-08-13
132396,4535,2025-08-13
132421,4536,2025-08-13
132426,4537,2025-08-13
132489,4538,2025-08-13
132490,4539,2025-08-13
132502,4540,2025-08-13
132503,4541,2025-08-13
132507,4542,2025-08-13
132510,4543,2025-08-13
132515,4544,2025-08-13
132516,4545,2025-08-13
132519,4546,2025-08-13
132520,5674,2025-08-13
132523,4547,2025-08-13
132525,4548,2025-08-13
132554,4549,2025-08-13
132558,4550,2025-08-13
132559,4551,2025-08-13
137203,4552,2025-08-13
132126,4553,2025-08-13
132132,4554,2025-08-13
132138,4555,2025-08-13
132148,4556,2025-08-13
132156,4557,2025-08-13
132159,4558,2025-08-13
132172,4559,2025-08-13
132181,4560,2025-08-13
132190,4561,2025-08-13
132198,4562,2025-08-13
132199,4563,2025-08-13
132212,4564,2025-08-13
132213,4565,2025-08-13
132217,4566,2025-08-13
132231,4567,2025-08-13
132234,4568,2025-08-13
132239,4569,2025-08-13
213001,4570,2025-08-13
304783,4571,2025-08-13
317605,4572,2025-08-13
132243,4573,2025-08-13
132245,4574,2025-08-13
132249,4575,2025-08-13
132256,5675,2025-08-13
132257,4576,2025-08-13
132263,4577,2025-08-13
132266,4578,2025-08-13
132268,4579,2025-08-13
132269,4580,2025-08-13
132270,4581,2025-08-13
132275,4582,2025-08-13
132282,4583,2025-08-13
132283,4584,2025-08-13
132286,4585,2025-08-13
132291,4586,2025-08-13
132292,4587,2025-08-13
132294,4588,2025-08-13
132296,4589,2025-08-13
132300,4590,2025-08-13
132301,4591,2025-08-13
132302,4592,2025-08-14
132304,4593,2025-08-14
213501,4594,2025-08-14
132322,4595,2025-08-14
132327,4596,2025-08-14
132328,4597,2025-08-14
132329,4598,2025-08-14
132331,4599,2025-08-14
132332,4600,2025-08-14
132335,4601,2025-08-14
132343,4602,2025-08-14
132344,4603,2025-08-14
132346,4604,2025-08-14
132381,4605,2025-08-14
132382,4606,2025-08-14
132384,4607,2025-08-14
132385,4608,2025-08-14
132407,4609,2025-08-14
132409,4610,2025-08-14
132412,4611,2025-08-14
132413,4612,2025-08-14
132415,4613,2025-08-14
132416,4614,2025-08-14
132430,4615,2025-08-14
132433,4616,2025-08-14
132441,4617,2025-08-14
132442,4618,2025-08-14
132443,4619,2025-08-14
132451,4620,2025-08-14
132455,4621,2025-08-14
132457,4622,2025-08-14
132458,4623,2025-08-14
132460,4624,2025-08-14
132461,4625,2025-08-14
132462,4626,2025-08-14
132468,4627,2025-08-14
132469,4628,2025-08-14
132526,4629,2025-08-14
132531,4630,2025-08-14
132538,4631,2025-08-14
132549,4632,2025-08-14
132562,4633,2025-08-14
132566,4634,2025-08-14
132571,4635,2025-08-14
132577,4636,2025-08-14
132579,4637,2025-08-14
132580,4638,2025-08-14
132581,4639,2025-08-14
132582,4640,2025-08-14
132583,4641,2025-08-14
132589,4642,2025-08-14
132594,4643,2025-08-14
132596,4644,2025-08-14
132600,4645,2025-08-14
132601,4646,2025-08-14
132604,4647,2025-08-14
132644,4648,2025-08-14
132647,4649,2025-08-14
132659,4650,2025-08-14
132662,4651,2025-08-14
132663,4652,2025-08-14
132668,4653,2025-08-14
132676,4654,2025-08-14
132683,4655,2025-08-14
132685,4656,2025-08-14
132692,4657,2025-08-14
132702,4658,2025-08-14
132709,4659,2025-08-14
132710,4660,2025-08-14
132711,4661,2025-08-14
132716,4662,2025-08-14
132724,4663,2025-08-14
132726,4664,2025-08-14
132729,4665,2025-08-14
132732,4666,2025-08-14
132743,4667,2025-08-14
132747,4668,2025-08-14
132751,4669,2025-08-14
132753,4670,2025-08-14
132755,4671,2025-08-14
132768,4672,2025-08-14
132769,4673,2025-08-14
132770,4674,2025-08-14
132772,4675,2025-08-14
132773,4676,2025-08-14
132775,4677,2025-08-14
132779,4678,2025-08-14
132797,4679,2025-08-14
132799,4680,2025-08-14
132817,4681,2025-08-14
132818,4682,2025-08-14
132822,4683,2025-08-14
132832,4684,2025-08-14
132846,4685,2025-08-14
132847,4686,2025-08-14
132848,4687,2025-08-14
132854,4588,2025-08-14
132857,4689,2025-08-14
132858,4690,2025-08-14
132859,4691,2025-08-14
132863,4692,2025-08-14
132876,4693,2025-08-14
132877,4694,2025-08-14
132883,4695,2025-08-14
132884,4696,2025-08-14
132885,4697,2025-08-14
132888,4698,2025-08-14
132891,4699,2025-08-14
132898,4700,2025-08-14
132909,4701,2025-08-14
132916,4702,2025-08-14
132918,4703,2025-08-14
132921,4704,2025-08-14
132925,4705,2025-08-14
132941,4706,2025-08-14
132943,4707,2025-08-14
132946,4708,2025-08-14
132947,4709,2025-08-14
132948,4710,2025-08-14
132949,4711,2025-08-14
132951,4712,2025-08-14
214517,4713,2025-08-14
502466,4714,2025-08-14
132959,4715,2025-08-14
132970,4716,2025-08-14
132971,4717,2025-08-14
214501,4718,2025-08-14
214515,4719,2025-08-14
111538,4720,2025-08-14
111540,4721,2025-08-14
111541,4722,2025-08-14
111544,4723,2025-08-14
111545,4724,2025-08-14
111547,4725,2025-08-14
111548,4726,2025-08-14
111549,4727,2025-08-14
111551,4728,2025-08-14
111554,4729,2025-08-14
111555,4730,2025-08-14
111558,4731,2025-08-14
111560,4732,2025-08-14
111565,4733,2025-08-14
111567,4734,2025-08-14
111571,4735,2025-08-14
111572,4736,2025-08-14
111576,4737,2025-08-14
111578,4738,2025-08-14
111582,4739,2025-08-14
111583,4740,2025-08-14
301802,4741,2025-08-14
502541,4742,2025-08-14
109867,4743,2025-08-14
109872,4744,2025-08-14
109888,4745,2025-08-14
109889,4746,2025-08-14
109891,4747,2025-08-14
109897,4748,2025-08-14
109903,4749,2025-08-14
109904,4750,2025-08-14
109907,4751,2025-08-14
109909,4752,2025-08-14
109911,4753,2025-08-14
109913,4754,2025-08-14
109914,4755,2025-08-14
109920,4756,2025-08-14
109924,4757,2025-08-14
109925,4758,2025-08-14
109926,4759,2025-08-14
109931,4760,2025-08-14
109932,4761,2025-08-14
109940,4762,2025-08-14
109943,4763,2025-08-14
109944,4764,2025-08-14
109948,4765,2025-08-14
109960,4766,2025-08-14
109966,4767,2025-08-14
109986,4768,2025-08-14
109987,4769,2025-08-14
109997,4770,2025-08-14
110003,4771,2025-08-14
110005,4772,2025-08-14
110016,4773,2025-08-14
110017,4774,2025-08-14
110022,4775,2025-08-14
110025,4776,2025-08-14
110026,4777,2025-08-14
169001,4778,2025-08-14
169006,4779,2025-08-14
301556,4780,2025-08-14
103615,4781,2025-08-14
110038,4782,2025-08-14
110040,4783,2025-08-14
110041,4784,2025-08-14
110046,4785,2025-08-14
110048,4786,2025-08-14
110056,4787,2025-08-14
110059,4788,2025-08-14
110062,4789,2025-08-14
110066,4790,2025-08-14
110070,4791,2025-08-14
110071,4792,2025-08-14
110074,4793,2025-08-14
110075,4794,2025-08-14
110078,4795,2025-08-14
110080,4796,2025-08-14
110085,4797,2025-08-14
110087,4798,2025-08-14
110093,4799,2025-08-14
110100,4800,2025-08-14
110101,4801,2025-08-14
110111,4802,2025-08-14
110115,4803,2025-08-14
110116,4804,2025-08-14
110117,4805,2025-08-14
110118,4806,2025-08-14
110121,4807,2025-08-14
110123,4808,2025-08-14
110125,4809,2025-08-14
110128,4810,2025-08-14
110129,4811,2025-08-14
110131,4812,2025-08-14
110133,4813,2025-08-14
110134,4814,2025-08-14
110135,4815,2025-08-14
110138,4816,2025-08-14
110139,4817,2025-08-14
110140,4818,2025-08-14
110147,4819,2025-08-14
110148,4820,2025-08-14
110149,4821,2025-08-14
110150,4822,2025-08-14
110159,4823,2025-08-14
110161,4824,2025-08-14
110162,4825,2025-08-14
110163,4826,2025-08-14
110164,4827,2025-08-14
110165,4828,2025-08-14
110170,4829,2025-08-14
110179,4830,2025-08-14
110182,4831,2025-08-14
110193,4832,2025-08-14
110194,4833,2025-08-14
110195,4834,2025-08-14
110196,4835,2025-08-14
110198,4836,2025-08-14
110199,4837,2025-08-14
110201,4838,2025-08-14
110203,4839,2025-08-14
110214,4840,2025-08-14
110215,4841,2025-08-14
110216,4842,2025-08-14
110219,4843,2025-08-14
110223,4844,2025-08-14
110226,4845,2025-08-14
110230,4846,2025-08-14
110231,4847,2025-08-14
110233,4848,2025-08-14
110238,4849,2025-08-14
110239,4850,2025-08-14
110246,4851,2025-08-14
110248,4852,2025-08-14
110252,4853,2025-08-14
110256,4854,2025-08-14
110262,4855,2025-08-14
110263,4856,2025-08-14
110265,4857,2025-08-14
110266,4858,2025-08-14
110278,4859,2025-08-14
110279,4860,2025-08-14
110285,4861,2025-08-14
110291,4862,2025-08-14
110297,4863,2025-08-14
110298,4864,2025-08-14
110299,4865,2025-08-14
110308,4866,2025-08-14
110310,4867,2025-08-14
110314,4868,2025-08-14
137256,4869,2025-08-14
169507,4870,2025-08-14
169510,4871,2025-08-14
169511,4872,2025-08-14
169519,4873,2025-08-14
169521,4874,2025-08-14
169522,4875,2025-08-14
169524,4876,2025-08-14
110317,4877,2025-08-14
110319,4878,2025-08-14
110326,4879,2025-08-14
110331,4880,2025-08-14
110332,4881,2025-08-14
110334,4882,2025-08-14
110335,4883,2025-08-14
110338,4884,2025-08-14
110340,4885,2025-08-14
110342,4886,2025-08-14
110347,4887,2025-08-14
110350,4888,2025-08-14
110355,4889,2025-08-14
110358,4890,2025-08-14
110359,4891,2025-08-14
110364,4892,2025-08-14
110367,4893,2025-08-14
110368,4894,2025-08-14
110371,4895,2025-08-14
110373,4896,2025-08-14
110374,4897,2025-08-14
110376,4898,2025-08-14
110377,4899,2025-08-14
110378,4900,2025-08-14
110382,4901,2025-08-14
110386,4902,2025-08-14
110387,4903,2025-08-14
110389,4904,2025-08-14
110390,4905,2025-08-14
110391,4906,2025-08-14
110392,4907,2025-08-14
110395,4908,2025-08-14
110396,4909,2025-08-14
110397,4910,2025-08-14
110401,4911,2025-08-14
110404,4912,2025-08-14
110406,4913,2025-08-14
110409,4914,2025-08-14
110412,4915,2025-08-14
110413,4916,2025-08-14
110415,4917,2025-08-14
110418,4918,2025-08-14
110419,4919,2025-08-14
110423,4920,2025-08-14
110424,4921,2025-08-14
110425,4922,2025-08-14
110428,4923,2025-08-14
110431,4924,2025-08-14
110433,4925,2025-08-14
110435,5676,2025-08-14
110437,4926,2025-08-14
110438,4927,2025-08-14
110440,4928,2025-08-14
110444,4929,2025-08-14
110447,4930,2025-08-14
110448,4931,2025-08-14
110450,4932,2025-08-14
110451,4933,2025-08-14
110452,4934,2025-08-14
110455,4935,2025-08-14
110456,4936,2025-08-14
110458,4937,2025-08-14
110460,4938,2025-08-14
110462,4939,2025-08-14
110463,4940,2025-08-14
110464,4941,2025-08-14
110470,4942,2025-08-14
110472,4943,2025-08-14
110474,4944,2025-08-14
110475,4945,2025-08-14
110477,4946,2025-08-14
110478,4947,2025-08-14
110479,4948,2025-08-14
110480,4949,2025-08-14
110483,4950,2025-08-14
110485,4951,2025-08-14
110487,4952,2025-08-14
110489,4953,2025-08-14
110492,4954,2025-08-14
110494,4955,2025-08-14
110499,4956,2025-08-14
110503,4957,2025-08-14
110507,4958,2025-08-14
110515,4959,2025-08-14
110519,4960,2025-08-14
110520,4961,2025-08-14
110522,4962,2025-08-14
110524,4963,2025-08-14
110529,4964,2025-08-14
110533,4965,2025-08-14
110534,4966,2025-08-14
110541,4967,2025-08-14
110544,4968,2025-08-14
110546,4969,2025-08-14
110549,4970,2025-08-14
110554,4971,2025-08-14
110555,4972,2025-08-14
110556,4973,2025-08-14
110561,4974,2025-08-14
110566,4975,2025-08-14
110569,4976,2025-08-14
110571,4977,2025-08-14
110572,4978,2025-08-14
110573,4979,2025-08-14
110574,4980,2025-08-14
110575,4981,2025-08-14
110576,4982,2025-08-14
110579,4983,2025-08-14
110580,4984,2025-08-14
110582,4985,2025-08-14
110584,4986,2025-08-14
110585,4987,2025-08-14
110592,4988,2025-08-14
110594,4989,2025-08-14
110599,4990,2025-08-14
110600,4991,2025-08-14
110602,4992,2025-08-14
110607,4993,2025-08-14
110609,4994,2025-08-14
110610,4995,2025-08-14
110614,4996,2025-08-14
110616,4997,2025-08-14
110623,4998,2025-08-14
110624,4999,2025-08-14
110625,5000,2025-08-14
110627,5001,2025-08-14
110632,5002,2025-08-14
110639,5003,2025-08-14
110645,5004,2025-08-14
110646,5005,2025-08-14
110647,5006,2025-08-14
110648,5007,2025-08-14
110649,5008,2025-08-14
110650,5009,2025-08-14
110652,5010,2025-08-14
110656,5011,2025-08-14
110658,5012,2025-08-14
110659,5013,2025-08-14
110661,5014,2025-08-14
110663,5015,2025-08-14
110667,5016,2025-08-14
110669,5017,2025-08-14
110671,5018,2025-08-14
110672,5019,2025-08-14
110674,5020,2025-08-14
110677,5021,2025-08-14
110679,5022,2025-08-14
110682,5023,2025-08-14
110684,5024,2025-08-14
110686,5025,2025-08-14
110689,5026,2025-08-14
110691,5027,2025-08-14
110693,5028,2025-08-14
110694,5029,2025-08-14
110695,5030,2025-08-14
110696,5031,2025-08-14
110700,5032,2025-08-14
110701,5033,2025-08-14
110703,5034,2025-08-14
110707,5035,2025-08-14
110708,5036,2025-08-14
110709,5037,2025-08-14
137214,5038,2025-08-14
170005,5039,2025-08-14
170017,5040,2025-08-14
170022,5041,2025-08-14
170024,5042,2025-08-14
170025,5043,2025-08-14
170028,5044,2025-08-14
170032,5045,2025-08-14
170036,5046,2025-08-14
301641,5047,2025-08-14
309007,5048,2025-08-14
309038,5049,2025-08-14
110717,5050,2025-08-14
110719,5051,2025-08-14
110726,5052,2025-08-14
110728,5053,2025-08-14
110729,5054,2025-08-14
110730,5055,2025-08-14
110733,5056,2025-08-14
110736,5057,2025-08-14
110738,5058,2025-08-14
110749,5059,2025-08-14
110750,5060,2025-08-14
110751,5061,2025-08-14
110757,5062,2025-08-14
110767,5063,2025-08-14
110769,5064,2025-08-14
110789,5065,2025-08-14
110793,5066,2025-08-14
110795,5067,2025-08-14
110796,5068,2025-08-14
110797,5069,2025-08-14
110798,5070,2025-08-14
110800,5071,2025-08-14
110802,5072,2025-08-14
110803,5073,2025-08-14
110806,5074,2025-08-14
110812,5075,2025-08-14
110817,5076,2025-08-14
110820,5077,2025-08-14
110822,5078,2025-08-14
110827,5079,2025-08-14
110828,5080,2025-08-14
110831,5081,2025-08-14
110832,5082,2025-08-14
110835,5083,2025-08-14
110836,5084,2025-08-14
110838,5085,2025-08-14
110842,5086,2025-08-14
110843,5087,2025-08-14
110847,5088,2025-08-14
110848,5089,2025-08-14
110849,5090,2025-08-14
110850,5091,2025-08-14
110855,5092,2025-08-14
110856,5093,2025-08-14
110859,5094,2025-08-14
110862,5095,2025-08-14
110864,5096,2025-08-14
110865,5097,2025-08-14
110868,5098,2025-08-14
110869,5099,2025-08-14
110870,5100,2025-08-14
110872,5101,2025-08-14
110873,5102,2025-08-14
110876,5103,2025-08-14
110882,5104,2025-08-14
110883,5105,2025-08-14
110884,5106,2025-08-14
110885,5107,2025-08-14
110886,5109,2025-08-14
110889,5110,2025-08-14
110891,5111,2025-08-14
110893,5112,2025-08-14
110894,5113,2025-08-14
110895,5114,2025-08-14
110896,5115,2025-08-14
110897,5116,2025-08-14
110899,5118,2025-08-14
110901,5119,2025-08-14
110903,5120,2025-08-14
110904,5121,2025-08-14
110909,5122,2025-08-14
110912,5123,2025-08-14
110917,5124,2025-08-14
110920,5125,2025-08-14
110922,5126,2025-08-14
110927,5127,2025-08-14
110928,5128,2025-08-14
110932,5129,2025-08-14
110933,5130,2025-08-14
110936,5132,2025-08-14
110940,5133,2025-08-14
110942,5134,2025-08-14
110945,5135,2025-08-14
110946,5136,2025-08-14
110948,5137,2025-08-14
110950,5138,2025-08-14
110952,5140,2025-08-14
110955,5141,2025-08-14
110956,5142,2025-08-14
110957,5143,2025-08-14
110959,5144,2025-08-14
110961,5145,2025-08-14
110964,5146,2025-08-14
110972,5147,2025-08-14
110973,5148,2025-08-14
110975,5149,2025-08-14
110977,5150,2025-08-14
110980,5151,2025-08-14
110982,5152,2025-08-14
110985,5153,2025-08-14
110986,5154,2025-08-14
110989,5155,2025-08-14
110991,5156,2025-08-14
110994,5157,2025-08-14
110995,5158,2025-08-14
111002,5159,2025-08-14
111005,5160,2025-08-14
111013,5161,2025-08-14
111014,5162,2025-08-14
111016,5163,2025-08-14
111020,5164,2025-08-14
111022,5165,2025-08-14
111025,5166,2025-08-14
111027,5167,2025-08-14
111028,5168,2025-08-14
